cod-ine,nombre,rural,urbana,tipo_desague,tenencia,acceso_agua
71002,Gral. Saavedra,2294,1296,"[{""t"":""Al alcantarillado"", ""u"":17, ""r"":24},{""t"":""A una cámara séptica"", ""u"":490, ""r"":269},{""t"":""A un pozo ciego"", ""u"":576, ""r"":1216},{""t"":""A la calle"", ""u"":3, ""r"":10},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":2},{""t"":""No tiene"", ""u"":91, ""r"":538}]","[{""t"":""Propia"", ""u"":881, ""r"":1489},{""t"":""Alquilada"", ""u"":114, ""r"":61},{""t"":""En contrato anticrético"", ""u"":4, ""r"":4},{""t"":""En contrato anticrético y alquiler"", ""u"":2, ""r"":0},{""t"":""Cedida por servicios"", ""u"":51, ""r"":361},{""t"":""Prestada por parientes o amigos"", ""u"":110, ""r"":126},{""t"":""Otra"", ""u"":15, ""r"":18}]","[{""t"":""Cañería de red"", ""u"":1119, ""r"":1281},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":5},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":45},{""t"":""Pileta pública"", ""u"":27, ""r"":165},{""t"":""Pozo o noria con bomba"", ""u"":15, ""r"":384},{""t"":""Pozo o noria sin bomba"", ""u"":16, ""r"":179}]"
71003,Mineros,1178,4639,"[{""t"":""Al alcantarillado"", ""u"":156, ""r"":9},{""t"":""A una cámara séptica"", ""u"":1611, ""r"":83},{""t"":""A un pozo ciego"", ""u"":1948, ""r"":583},{""t"":""A la calle"", ""u"":19, ""r"":3},{""t"":""A un lago, laguna, curichi"", ""u"":5, ""r"":4},{""t"":""No tiene"", ""u"":472, ""r"":434}]","[{""t"":""Propia"", ""u"":2707, ""r"":821},{""t"":""Alquilada"", ""u"":887, ""r"":32},{""t"":""En contrato anticrético"", ""u"":104, ""r"":2},{""t"":""En contrato anticrético y alquiler"", ""u"":24, ""r"":1},{""t"":""Cedida por servicios"", ""u"":109, ""r"":185},{""t"":""Prestada por parientes o amigos"", ""u"":301, ""r"":62},{""t"":""Otra"", ""u"":79, ""r"":13}]","[{""t"":""Cañería de red"", ""u"":3825, ""r"":495},{""t"":""Carro repartidor (aguatero)"", ""u"":7, ""r"":2},{""t"":""Lago, laguna, curichi"", ""u"":3, ""r"":11},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":2, ""r"":11},{""t"":""Pileta pública"", ""u"":297, ""r"":245},{""t"":""Pozo o noria con bomba"", ""u"":52, ""r"":229},{""t"":""Pozo o noria sin bomba"", ""u"":25, ""r"":123}]"
71004,Puerto Fernández Alonso,1287,2303,"[{""t"":""Al alcantarillado"", ""u"":7, ""r"":11},{""t"":""A una cámara séptica"", ""u"":539, ""r"":141},{""t"":""A un pozo ciego"", ""u"":1286, ""r"":586},{""t"":""A la calle"", ""u"":13, ""r"":5},{""t"":""A la quebrada, río"", ""u"":0, ""r"":1},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":4},{""t"":""No tiene"", ""u"":268, ""r"":302}]","[{""t"":""Propia"", ""u"":1585, ""r"":698},{""t"":""Alquilada"", ""u"":266, ""r"":68},{""t"":""En contrato anticrético"", ""u"":7, ""r"":1},{""t"":""En contrato anticrético y alquiler"", ""u"":1, ""r"":0},{""t"":""Cedida por servicios"", ""u"":70, ""r"":185},{""t"":""Prestada por parientes o amigos"", ""u"":152, ""r"":77},{""t"":""Otra"", ""u"":32, ""r"":21}]","[{""t"":""Cañería de red"", ""u"":1903, ""r"":520},{""t"":""Carro repartidor (aguatero)"", ""u"":3, ""r"":0},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":11},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":1, ""r"":7},{""t"":""Pileta pública"", ""u"":180, ""r"":78},{""t"":""Pozo o noria con bomba"", ""u"":8, ""r"":305},{""t"":""Pozo o noria sin bomba"", ""u"":18, ""r"":129}]"
71005,San Pedro,2361,1605,"[{""t"":""Al alcantarillado"", ""u"":26, ""r"":11},{""t"":""A una cámara séptica"", ""u"":496, ""r"":685},{""t"":""A un pozo ciego"", ""u"":830, ""r"":1126},{""t"":""A la calle"", ""u"":5, ""r"":1},{""t"":""A la quebrada, río"", ""u"":0, ""r"":2},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":73, ""r"":221}]","[{""t"":""Propia"", ""u"":1090, ""r"":1591},{""t"":""Alquilada"", ""u"":198, ""r"":133},{""t"":""En contrato anticrético"", ""u"":4, ""r"":11},{""t"":""En contrato anticrético y alquiler"", ""u"":3, ""r"":4},{""t"":""Cedida por servicios"", ""u"":30, ""r"":158},{""t"":""Prestada por parientes o amigos"", ""u"":85, ""r"":136},{""t"":""Otra"", ""u"":20, ""r"":14}]","[{""t"":""Cañería de red"", ""u"":1317, ""r"":1691},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":2},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":8},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":1, ""r"":5},{""t"":""Pileta pública"", ""u"":105, ""r"":114},{""t"":""Pozo o noria con bomba"", ""u"":4, ""r"":138},{""t"":""Pozo o noria sin bomba"", ""u"":3, ""r"":89}]"
71101,Concepción,2068,2639,"[{""t"":""Al alcantarillado"", ""u"":24, ""r"":4},{""t"":""A una cámara séptica"", ""u"":562, ""r"":67},{""t"":""A un pozo ciego"", ""u"":1520, ""r"":1374},{""t"":""A la calle"", ""u"":1, ""r"":0},{""t"":""A la quebrada, río"", ""u"":0, ""r"":2},{""t"":""A un lago, laguna, curichi"", ""u"":1, ""r"":2},{""t"":""No tiene"", ""u"":184, ""r"":520}]","[{""t"":""Propia"", ""u"":1499, ""r"":1762},{""t"":""Alquilada"", ""u"":443, ""r"":29},{""t"":""En contrato anticrético"", ""u"":36, ""r"":0},{""t"":""En contrato anticrético y alquiler"", ""u"":8, ""r"":0},{""t"":""Cedida por servicios"", ""u"":87, ""r"":117},{""t"":""Prestada por parientes o amigos"", ""u"":173, ""r"":55},{""t"":""Otra"", ""u"":46, ""r"":6}]","[{""t"":""Cañería de red"", ""u"":1438, ""r"":494},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":1},{""t"":""Lago, laguna, curichi"", ""u"":7, ""r"":170},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":13, ""r"":186},{""t"":""Pileta pública"", ""u"":94, ""r"":65},{""t"":""Pozo o noria con bomba"", ""u"":132, ""r"":610},{""t"":""Pozo o noria sin bomba"", ""u"":608, ""r"":443}]"
71102,San Javier,1563,1768,"[{""t"":""Al alcantarillado"", ""u"":14, ""r"":4},{""t"":""A una cámara séptica"", ""u"":520, ""r"":171},{""t"":""A un pozo ciego"", ""u"":1020, ""r"":986},{""t"":""A la calle"", ""u"":6, ""r"":2},{""t"":""A la quebrada, río"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":117, ""r"":344}]","[{""t"":""Propia"", ""u"":1064, ""r"":1025},{""t"":""Alquilada"", ""u"":325, ""r"":36},{""t"":""En contrato anticrético"", ""u"":27, ""r"":1},{""t"":""En contrato anticrético y alquiler"", ""u"":3, ""r"":1},{""t"":""Cedida por servicios"", ""u"":54, ""r"":392},{""t"":""Prestada por parientes o amigos"", ""u"":171, ""r"":40},{""t"":""Otra"", ""u"":33, ""r"":13}]","[{""t"":""Cañería de red"", ""u"":1398, ""r"":256},{""t"":""Carro repartidor (aguatero)"", ""u"":2, ""r"":57},{""t"":""Lago, laguna, curichi"", ""u"":19, ""r"":38},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":42, ""r"":677},{""t"":""Pileta pública"", ""u"":84, ""r"":53},{""t"":""Pozo o noria con bomba"", ""u"":14, ""r"":126},{""t"":""Pozo o noria sin bomba"", ""u"":118, ""r"":301}]"
71103,San Ramón,279,1623,"[{""t"":""Al alcantarillado"", ""u"":12, ""r"":0},{""t"":""A una cámara séptica"", ""u"":351, ""r"":34},{""t"":""A un pozo ciego"", ""u"":867, ""r"":78},{""t"":""A la calle"", ""u"":3, ""r"":0},{""t"":""A la quebrada, río"", ""u"":3, ""r"":1},{""t"":""A un lago, laguna, curichi"", ""u"":1, ""r"":0},{""t"":""No tiene"", ""u"":209, ""r"":126}]","[{""t"":""Propia"", ""u"":1022, ""r"":168},{""t"":""Alquilada"", ""u"":209, ""r"":6},{""t"":""En contrato anticrético"", ""u"":5, ""r"":0},{""t"":""En contrato anticrético y alquiler"", ""u"":4, ""r"":1},{""t"":""Cedida por servicios"", ""u"":56, ""r"":44},{""t"":""Prestada por parientes o amigos"", ""u"":104, ""r"":14},{""t"":""Otra"", ""u"":46, ""r"":6}]","[{""t"":""Cañería de red"", ""u"":1125, ""r"":24},{""t"":""Carro repartidor (aguatero)"", ""u"":1, ""r"":0},{""t"":""Lago, laguna, curichi"", ""u"":5, ""r"":76},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":100, ""r"":56},{""t"":""Pileta pública"", ""u"":175, ""r"":3},{""t"":""Pozo o noria con bomba"", ""u"":7, ""r"":29},{""t"":""Pozo o noria sin bomba"", ""u"":33, ""r"":51}]"
71104,San Julián,8516,5499,"[{""t"":""Al alcantarillado"", ""u"":92, ""r"":51},{""t"":""A una cámara séptica"", ""u"":1041, ""r"":717},{""t"":""A un pozo ciego"", ""u"":3156, ""r"":4725},{""t"":""A la calle"", ""u"":25, ""r"":57},{""t"":""A la quebrada, río"", ""u"":0, ""r"":8},{""t"":""A un lago, laguna, curichi"", ""u"":1, ""r"":18},{""t"":""No tiene"", ""u"":611, ""r"":2265}]","[{""t"":""Propia"", ""u"":3523, ""r"":6550},{""t"":""Alquilada"", ""u"":813, ""r"":394},{""t"":""En contrato anticrético"", ""u"":49, ""r"":10},{""t"":""En contrato anticrético y alquiler"", ""u"":6, ""r"":4},{""t"":""Cedida por servicios"", ""u"":104, ""r"":445},{""t"":""Prestada por parientes o amigos"", ""u"":376, ""r"":345},{""t"":""Otra"", ""u"":55, ""r"":93}]","[{""t"":""Cañería de red"", ""u"":4300, ""r"":3161},{""t"":""Carro repartidor (aguatero)"", ""u"":11, ""r"":93},{""t"":""Lago, laguna, curichi"", ""u"":16, ""r"":167},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":18, ""r"":275},{""t"":""Pileta pública"", ""u"":516, ""r"":542},{""t"":""Pozo o noria con bomba"", ""u"":62, ""r"":3018},{""t"":""Pozo o noria sin bomba"", ""u"":3, ""r"":585}]"
71105,San Antonio de Lomerío,1230,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":10},{""t"":""A una cámara séptica"", ""u"":0, ""r"":16},{""t"":""A un pozo ciego"", ""u"":0, ""r"":932},{""t"":""A la calle"", ""u"":0, ""r"":3},{""t"":""No tiene"", ""u"":0, ""r"":185}]","[{""t"":""Propia"", ""u"":0, ""r"":1017},{""t"":""Alquilada"", ""u"":0, ""r"":32},{""t"":""En contrato anticrético"", ""u"":0, ""r"":1},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":4},{""t"":""Cedida por servicios"", ""u"":0, ""r"":16},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":71},{""t"":""Otra"", ""u"":0, ""r"":5}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":21},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":11},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":23},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":24},{""t"":""Pileta pública"", ""u"":0, ""r"":128},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":770},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":169}]"
71106,Cuatro Cañadas,3419,2398,"[{""t"":""Al alcantarillado"", ""u"":15, ""r"":44},{""t"":""A una cámara séptica"", ""u"":487, ""r"":557},{""t"":""A un pozo ciego"", ""u"":1234, ""r"":1861},{""t"":""A la calle"", ""u"":10, ""r"":19},{""t"":""A la quebrada, río"", ""u"":1, ""r"":11},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":12},{""t"":""No tiene"", ""u"":329, ""r"":478}]","[{""t"":""Propia"", ""u"":1419, ""r"":2266},{""t"":""Alquilada"", ""u"":452, ""r"":318},{""t"":""En contrato anticrético"", ""u"":27, ""r"":11},{""t"":""En contrato anticrético y alquiler"", ""u"":2, ""r"":0},{""t"":""Cedida por servicios"", ""u"":48, ""r"":231},{""t"":""Prestada por parientes o amigos"", ""u"":117, ""r"":135},{""t"":""Otra"", ""u"":11, ""r"":21}]","[{""t"":""Cañería de red"", ""u"":1864, ""r"":1085},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":9},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":6},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":3, ""r"":14},{""t"":""Pileta pública"", ""u"":205, ""r"":220},{""t"":""Pozo o noria con bomba"", ""u"":4, ""r"":1545},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":103}]"
71201,San Matías,1846,1610,"[{""t"":""Al alcantarillado"", ""u"":29, ""r"":9},{""t"":""A una cámara séptica"", ""u"":476, ""r"":98},{""t"":""A un pozo ciego"", ""u"":891, ""r"":1258},{""t"":""A la calle"", ""u"":2, ""r"":14},{""t"":""A la quebrada, río"", ""u"":2, ""r"":2},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":17},{""t"":""No tiene"", ""u"":101, ""r"":316}]","[{""t"":""Propia"", ""u"":1004, ""r"":1401},{""t"":""Alquilada"", ""u"":261, ""r"":93},{""t"":""En contrato anticrético"", ""u"":30, ""r"":3},{""t"":""En contrato anticrético y alquiler"", ""u"":10, ""r"":0},{""t"":""Cedida por servicios"", ""u"":91, ""r"":135},{""t"":""Prestada por parientes o amigos"", ""u"":93, ""r"":66},{""t"":""Otra"", ""u"":12, ""r"":16}]","[{""t"":""Cañería de red"", ""u"":955, ""r"":568},{""t"":""Carro repartidor (aguatero)"", ""u"":0, ""r"":17},{""t"":""Lago, laguna, curichi"", ""u"":10, ""r"":52},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":13, ""r"":98},{""t"":""Pileta pública"", ""u"":71, ""r"":36},{""t"":""Pozo o noria con bomba"", ""u"":155, ""r"":247},{""t"":""Pozo o noria sin bomba"", ""u"":297, ""r"":696}]"
71301,Comarapa,3690,1819,"[{""t"":""Al alcantarillado"", ""u"":1169, ""r"":10},{""t"":""A una cámara séptica"", ""u"":50, ""r"":477},{""t"":""A un pozo ciego"", ""u"":169, ""r"":1248},{""t"":""A la calle"", ""u"":0, ""r"":3},{""t"":""A la quebrada, río"", ""u"":0, ""r"":4},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":3},{""t"":""No tiene"", ""u"":119, ""r"":1387}]","[{""t"":""Propia"", ""u"":844, ""r"":2307},{""t"":""Alquilada"", ""u"":483, ""r"":465},{""t"":""En contrato anticrético"", ""u"":62, ""r"":54},{""t"":""En contrato anticrético y alquiler"", ""u"":5, ""r"":1},{""t"":""Cedida por servicios"", ""u"":34, ""r"":88},{""t"":""Prestada por parientes o amigos"", ""u"":69, ""r"":201},{""t"":""Otra"", ""u"":10, ""r"":16}]","[{""t"":""Cañería de red"", ""u"":1425, ""r"":1571},{""t"":""Carro repartidor (aguatero)"", ""u"":1, ""r"":8},{""t"":""Lago, laguna, curichi"", ""u"":1, ""r"":131},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":19, ""r"":1130},{""t"":""Pileta pública"", ""u"":58, ""r"":76},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":37},{""t"":""Pozo o noria sin bomba"", ""u"":3, ""r"":179}]"
71302,Saipina,1060,998,"[{""t"":""Al alcantarillado"", ""u"":14, ""r"":0},{""t"":""A una cámara séptica"", ""u"":103, ""r"":62},{""t"":""A un pozo ciego"", ""u"":637, ""r"":326},{""t"":""A la calle"", ""u"":2, ""r"":0},{""t"":""A la quebrada, río"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":160, ""r"":478}]","[{""t"":""Propia"", ""u"":508, ""r"":588},{""t"":""Alquilada"", ""u"":324, ""r"":153},{""t"":""En contrato anticrético"", ""u"":26, ""r"":9},{""t"":""En contrato anticrético y alquiler"", ""u"":5, ""r"":2},{""t"":""Cedida por servicios"", ""u"":8, ""r"":61},{""t"":""Prestada por parientes o amigos"", ""u"":39, ""r"":48},{""t"":""Otra"", ""u"":6, ""r"":6}]","[{""t"":""Cañería de red"", ""u"":806, ""r"":645},{""t"":""Carro repartidor (aguatero)"", ""u"":3, ""r"":0},{""t"":""Lago, laguna, curichi"", ""u"":1, ""r"":31},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":2, ""r"":138},{""t"":""Pileta pública"", ""u"":104, ""r"":51},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":2}]"
71401,Puerto Suárez,1058,4076,"[{""t"":""Al alcantarillado"", ""u"":114, ""r"":14},{""t"":""A una cámara séptica"", ""u"":951, ""r"":106},{""t"":""A un pozo ciego"", ""u"":2261, ""r"":557},{""t"":""A la calle"", ""u"":9, ""r"":2},{""t"":""A un lago, laguna, curichi"", ""u"":1, ""r"":0},{""t"":""No tiene"", ""u"":254, ""r"":285}]","[{""t"":""Propia"", ""u"":2494, ""r"":676},{""t"":""Alquilada"", ""u"":669, ""r"":78},{""t"":""En contrato anticrético"", ""u"":69, ""r"":4},{""t"":""En contrato anticrético y alquiler"", ""u"":19, ""r"":3},{""t"":""Cedida por servicios"", ""u"":71, ""r"":106},{""t"":""Prestada por parientes o amigos"", ""u"":214, ""r"":74},{""t"":""Otra"", ""u"":54, ""r"":23}]","[{""t"":""Cañería de red"", ""u"":3314, ""r"":518},{""t"":""Carro repartidor (aguatero)"", ""u"":27, ""r"":164},{""t"":""Lago, laguna, curichi"", ""u"":6, ""r"":15},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":14, ""r"":44},{""t"":""Pileta pública"", ""u"":206, ""r"":64},{""t"":""Pozo o noria con bomba"", ""u"":18, ""r"":104},{""t"":""Pozo o noria sin bomba"", ""u"":5, ""r"":55}]"
71402,Puerto Quijarro,72,4432,"[{""t"":""Al alcantarillado"", ""u"":104, ""r"":0},{""t"":""A una cámara séptica"", ""u"":1047, ""r"":2},{""t"":""A un pozo ciego"", ""u"":2386, ""r"":33},{""t"":""A la calle"", ""u"":10, ""r"":0},{""t"":""A la quebrada, río"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":270, ""r"":28}]","[{""t"":""Propia"", ""u"":2146, ""r"":62},{""t"":""Alquilada"", ""u"":1022, ""r"":1},{""t"":""En contrato anticrético"", ""u"":135, ""r"":0},{""t"":""En contrato anticrético y alquiler"", ""u"":25, ""r"":0},{""t"":""Cedida por servicios"", ""u"":81, ""r"":1},{""t"":""Prestada por parientes o amigos"", ""u"":304, ""r"":0},{""t"":""Otra"", ""u"":104, ""r"":0}]","[{""t"":""Cañería de red"", ""u"":3477, ""r"":17},{""t"":""Carro repartidor (aguatero)"", ""u"":19, ""r"":0},{""t"":""Lago, laguna, curichi"", ""u"":4, ""r"":0},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":10, ""r"":0},{""t"":""Pileta pública"", ""u"":290, ""r"":0},{""t"":""Pozo o noria con bomba"", ""u"":12, ""r"":46},{""t"":""Pozo o noria sin bomba"", ""u"":5, ""r"":1}]"
71403,Carmen Rivero Torres,936,725,"[{""t"":""Al alcantarillado"", ""u"":5, ""r"":5},{""t"":""A una cámara séptica"", ""u"":113, ""r"":57},{""t"":""A un pozo ciego"", ""u"":508, ""r"":552},{""t"":""A la calle"", ""u"":1, ""r"":1},{""t"":""A la quebrada, río"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":30, ""r"":219}]","[{""t"":""Propia"", ""u"":486, ""r"":573},{""t"":""Alquilada"", ""u"":84, ""r"":38},{""t"":""En contrato anticrético"", ""u"":4, ""r"":0},{""t"":""En contrato anticrético y alquiler"", ""u"":1, ""r"":0},{""t"":""Cedida por servicios"", ""u"":28, ""r"":153},{""t"":""Prestada por parientes o amigos"", ""u"":47, ""r"":55},{""t"":""Otra"", ""u"":7, ""r"":16}]","[{""t"":""Cañería de red"", ""u"":639, ""r"":188},{""t"":""Carro repartidor (aguatero)"", ""u"":1, ""r"":182},{""t"":""Lago, laguna, curichi"", ""u"":1, ""r"":38},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":135},{""t"":""Pileta pública"", ""u"":4, ""r"":19},{""t"":""Pozo o noria con bomba"", ""u"":10, ""r"":159},{""t"":""Pozo o noria sin bomba"", ""u"":2, ""r"":114}]"
71501,Ascención de Guarayos,1649,4388,"[{""t"":""Al alcantarillado"", ""u"":70, ""r"":16},{""t"":""A una cámara séptica"", ""u"":730, ""r"":117},{""t"":""A un pozo ciego"", ""u"":2848, ""r"":877},{""t"":""A la calle"", ""u"":24, ""r"":1},{""t"":""A la quebrada, río"", ""u"":6, ""r"":2},{""t"":""A un lago, laguna, curichi"", ""u"":3, ""r"":5},{""t"":""No tiene"", ""u"":335, ""r"":487}]","[{""t"":""Propia"", ""u"":2666, ""r"":1125},{""t"":""Alquilada"", ""u"":693, ""r"":79},{""t"":""En contrato anticrético"", ""u"":77, ""r"":6},{""t"":""En contrato anticrético y alquiler"", ""u"":27, ""r"":0},{""t"":""Cedida por servicios"", ""u"":138, ""r"":197},{""t"":""Prestada por parientes o amigos"", ""u"":348, ""r"":73},{""t"":""Otra"", ""u"":67, ""r"":25}]","[{""t"":""Cañería de red"", ""u"":1094, ""r"":510},{""t"":""Carro repartidor (aguatero)"", ""u"":17, ""r"":13},{""t"":""Lago, laguna, curichi"", ""u"":43, ""r"":100},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":268, ""r"":206},{""t"":""Pileta pública"", ""u"":227, ""r"":99},{""t"":""Pozo o noria con bomba"", ""u"":445, ""r"":267},{""t"":""Pozo o noria sin bomba"", ""u"":1922, ""r"":310}]"
71502,Urubichá,155,1184,"[{""t"":""Al alcantarillado"", ""u"":5, ""r"":2},{""t"":""A una cámara séptica"", ""u"":95, ""r"":6},{""t"":""A un pozo ciego"", ""u"":877, ""r"":74},{""t"":""A la calle"", ""u"":2, ""r"":2},{""t"":""A la quebrada, río"", ""u"":1, ""r"":0},{""t"":""A un lago, laguna, curichi"", ""u"":1, ""r"":0},{""t"":""No tiene"", ""u"":72, ""r"":45}]","[{""t"":""Propia"", ""u"":881, ""r"":106},{""t"":""Alquilada"", ""u"":61, ""r"":1},{""t"":""En contrato anticrético"", ""u"":2, ""r"":0},{""t"":""En contrato anticrético y alquiler"", ""u"":1, ""r"":0},{""t"":""Cedida por servicios"", ""u"":16, ""r"":19},{""t"":""Prestada por parientes o amigos"", ""u"":81, ""r"":2},{""t"":""Otra"", ""u"":11, ""r"":1}]","[{""t"":""Cañería de red"", ""u"":582, ""r"":19},{""t"":""Carro repartidor (aguatero)"", ""u"":5, ""r"":1},{""t"":""Lago, laguna, curichi"", ""u"":3, ""r"":0},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":31, ""r"":12},{""t"":""Pileta pública"", ""u"":108, ""r"":0},{""t"":""Pozo o noria con bomba"", ""u"":63, ""r"":57},{""t"":""Pozo o noria sin bomba"", ""u"":261, ""r"":40}]"
71503,El Puente,3715,1258,"[{""t"":""Al alcantarillado"", ""u"":12, ""r"":9},{""t"":""A una cámara séptica"", ""u"":137, ""r"":129},{""t"":""A un pozo ciego"", ""u"":717, ""r"":1671},{""t"":""A la calle"", ""u"":2, ""r"":17},{""t"":""A la quebrada, río"", ""u"":2, ""r"":4},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":4},{""t"":""No tiene"", ""u"":180, ""r"":1577}]","[{""t"":""Propia"", ""u"":800, ""r"":2959},{""t"":""Alquilada"", ""u"":134, ""r"":88},{""t"":""En contrato anticrético"", ""u"":5, ""r"":4},{""t"":""En contrato anticrético y alquiler"", ""u"":3, ""r"":5},{""t"":""Cedida por servicios"", ""u"":36, ""r"":219},{""t"":""Prestada por parientes o amigos"", ""u"":65, ""r"":105},{""t"":""Otra"", ""u"":7, ""r"":31}]","[{""t"":""Cañería de red"", ""u"":461, ""r"":469},{""t"":""Carro repartidor (aguatero)"", ""u"":2, ""r"":2},{""t"":""Lago, laguna, curichi"", ""u"":23, ""r"":226},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":26, ""r"":598},{""t"":""Pileta pública"", ""u"":91, ""r"":284},{""t"":""Pozo o noria con bomba"", ""u"":156, ""r"":1258},{""t"":""Pozo o noria sin bomba"", ""u"":291, ""r"":574}]"
80101,Trinidad,1258,25685,"[{""t"":""Al alcantarillado"", ""u"":7454, ""r"":12},{""t"":""A una cámara séptica"", ""u"":8293, ""r"":119},{""t"":""A un pozo ciego"", ""u"":5466, ""r"":764},{""t"":""A la calle"", ""u"":305, ""r"":7},{""t"":""A la quebrada, río"", ""u"":13, ""r"":6},{""t"":""A un lago, laguna, curichi"", ""u"":22, ""r"":2},{""t"":""No tiene"", ""u"":2027, ""r"":234}]","[{""t"":""Propia"", ""u"":14149, ""r"":834},{""t"":""Alquilada"", ""u"":4918, ""r"":39},{""t"":""En contrato anticrético"", ""u"":736, ""r"":3},{""t"":""En contrato anticrético y alquiler"", ""u"":107, ""r"":1},{""t"":""Cedida por servicios"", ""u"":582, ""r"":157},{""t"":""Prestada por parientes o amigos"", ""u"":2287, ""r"":92},{""t"":""Otra"", ""u"":801, ""r"":18}]","[{""t"":""Cañería de red"", ""u"":13443, ""r"":363},{""t"":""Carro repartidor (aguatero)"", ""u"":5026, ""r"":31},{""t"":""Lago, laguna, curichi"", ""u"":116, ""r"":112},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":351, ""r"":185},{""t"":""Pileta pública"", ""u"":2430, ""r"":112},{""t"":""Pozo o noria con bomba"", ""u"":1635, ""r"":109},{""t"":""Pozo o noria sin bomba"", ""u"":579, ""r"":232}]"
80102,San Javier,1248,0,"[{""t"":""Al alcantarillado"", ""u"":0, ""r"":9},{""t"":""A una cámara séptica"", ""u"":0, ""r"":97},{""t"":""A un pozo ciego"", ""u"":0, ""r"":936},{""t"":""A un lago, laguna, curichi"", ""u"":0, ""r"":1},{""t"":""No tiene"", ""u"":0, ""r"":187}]","[{""t"":""Propia"", ""u"":0, ""r"":766},{""t"":""Alquilada"", ""u"":0, ""r"":27},{""t"":""En contrato anticrético"", ""u"":0, ""r"":2},{""t"":""En contrato anticrético y alquiler"", ""u"":0, ""r"":1},{""t"":""Cedida por servicios"", ""u"":0, ""r"":334},{""t"":""Prestada por parientes o amigos"", ""u"":0, ""r"":86},{""t"":""Otra"", ""u"":0, ""r"":14}]","[{""t"":""Cañería de red"", ""u"":0, ""r"":121},{""t"":""Lago, laguna, curichi"", ""u"":0, ""r"":115},{""t"":""Lluvia, río, vertiente, acequia"", ""u"":0, ""r"":150},{""t"":""Pileta pública"", ""u"":0, ""r"":82},{""t"":""Pozo o noria con bomba"", ""u"":0, ""r"":413},{""t"":""Pozo o noria sin bomba"", ""u"":0, ""r"":349}]"
